id,input_len,output_len,arrival_time
94322,84,16032,94305595.189597
94323,115,9620,94305882.313737
94324,117,19003,94306392.897566
94325,64,16916,94307322.191397
94326,109,15615,94307646.668146
94327,161,8507,94308310.859790
94328,123,30000,94312189.668299
94329,84,8129,94315163.159334
94330,125,9316,94317365.302249
94331,164,23331,94317967.457595
94332,205,8897,94324930.370163
94333,93,13227,94325924.051081
94334,114,10718,94326006.542315
94335,93,19901,94328255.331814
94336,85,9427,94328836.651338
94337,586,28900,94329483.153284
94338,123,7671,94330333.040185
94339,157,10506,94330708.715190
94340,151,18834,94331196.632897
94341,64,10803,94331538.379374
94342,526,17753,94332240.371443
94343,131,12499,94333436.714618
94344,128,13597,94333791.041605
94345,108,18488,94334694.391140
94346,166,8998,94336295.706205
94347,267,19257,94336341.914698
94348,267,15427,94336818.062458
94349,198,30000,94337232.630805
94350,108,20118,94338275.954246
94351,271,12484,94338434.412734
94352,148,17695,94338953.146567
94353,149,7902,94339107.292319
94354,140,30000,94341900.711932
94355,130,24701,94342842.497525
94356,125,8139,94343258.923823
94357,78,3301,94344203.219800
94358,92,11843,94344644.998931
94359,105,7067,94346005.130539
94360,152,11964,94346083.676841
94361,245,11000,94346201.718032
94362,96,11172,94346707.315654
94363,102,12399,94348625.807381
94364,468,30000,94351204.449575
94365,163,12152,94351425.684922
94366,129,9463,94351496.729182
94367,126,30000,94352235.954226
94368,75,30000,94352938.380695
94369,271,7167,94353310.614289
94370,113,16977,94354456.031642
94371,110,10876,94357395.601352
94372,120,16876,94358059.651991
94373,87,12039,94360009.692235
94374,98,30000,94360022.210017
94375,118,10972,94360828.783025
94376,113,18441,94364059.809152
94377,211,16993,94365058.979705
94378,146,24514,94365083.144904
94379,114,15335,94365111.554578
94380,69,27792,94366098.409420
94381,82,11581,94368184.904548
94382,177,16795,94370332.378194
94383,100,20577,94373555.813340
94384,148,11463,94373670.102467
94385,94,8056,94375027.490313
94386,79,11839,94375223.747902
94387,108,29696,94377613.223664
94388,81,2469,94378268.144079
94389,106,11019,94378736.496170
94390,91,8159,94378968.957658
94391,154,14462,94379432.495811
94392,95,12356,94379698.671824
94393,157,30000,94381536.409725
94394,146,15565,94381866.344593
94395,91,5550,94382851.389182
94396,68,6592,94383082.605781
94397,89,24349,94385111.243536
94398,64,12470,94387411.874686
94399,116,4685,94387619.334029
94400,132,10227,94388967.328810
94401,144,16808,94389828.036264
94402,78,7649,94389883.116547
94403,193,12216,94390729.382760
94404,78,14022,94393814.359946
94405,299,19190,94394057.696468
94406,212,9736,94396005.779713
94407,224,30000,94396871.991763
94408,105,13710,94397101.228421
94409,84,11847,94397216.909767
94410,138,30000,94397976.993574
94411,128,30000,94398094.731282
94412,150,30000,94398822.986839
94413,64,10147,94400002.208702
94414,114,4827,94400420.143128
94415,237,10425,94401160.970904
94416,98,11911,94401449.467491
94417,138,30000,94401523.198871
94418,129,9463,94402832.553612
94419,149,18137,94403654.058789
94420,141,15407,94404685.772260
94421,114,16806,94405000.308136
94422,140,15241,94407769.272616
94423,107,20620,94408188.692024
94424,110,30000,94408466.253861
94425,136,19564,94408563.595616
94426,126,10028,94413122.406151
94427,119,7663,94413822.848071
94428,105,8166,94414457.876642
94429,158,19216,94417008.430641
94430,97,22816,94418779.897360
94431,69,11624,94419935.944510
94432,96,18962,94423129.732887
94433,192,11655,94424323.901770
94434,145,16469,94425038.089963
94435,95,10392,94426277.212110
94436,176,9679,94427257.413447
94437,84,9061,94429233.876376
94438,102,5281,94429516.343567
94439,132,10264,94432820.189600
94440,112,9303,94433080.748354
94441,161,30000,94433644.259850
94442,123,6691,94433645.866918
94443,104,16554,94434493.601062
94444,238,12296,94434798.233543
94445,260,20672,94435854.492153
94446,107,30000,94438310.038300
94447,106,4531,94442328.198918
94448,220,30000,94445581.702803
94449,78,10885,94446419.053033
94450,110,30000,94446803.038503
94451,114,3958,94447899.895051
94452,160,13637,94448307.334139
94453,154,10520,94448768.494563
94454,166,7161,94449670.369122
94455,124,8825,94449783.851186
94456,146,7382,94450205.102793
94457,91,9887,94450328.838114
94458,103,7783,94450876.829252
94459,78,5417,94452139.934682
94460,97,30000,94453833.918912
94461,258,12627,94453926.298011
94462,202,9339,94454038.451493
94463,107,11568,94457740.288403
94464,162,14460,94458241.010584
94465,132,10227,94459217.704955
94466,123,8705,94463210.066000
94467,99,7856,94463370.172624
94468,131,12068,94464139.786219
94469,56,8439,94465682.305471
94470,104,6119,94466369.273674
94471,54,10475,94467194.133243
94472,179,11823,94467582.192949
94473,139,9152,94468105.010027
94474,106,23493,94469238.293313
94475,102,20267,94470947.054579
94476,65,16242,94471023.607509
94477,102,13947,94471356.638875
94478,102,12003,94471835.317783
94479,83,8797,94471952.761843
94480,178,23800,94472288.386789
94481,119,8945,94472500.734191
94482,141,5412,94474688.826505
94483,113,12238,94475533.664442
94484,74,24235,94476848.848619
94485,113,12219,94478144.407732
94486,204,11992,94479442.230356
94487,211,25924,94479671.837431
94488,130,24701,94479697.762804
94489,128,5691,94479988.121136
94490,138,12502,94480743.124655
94491,142,9722,94482508.777796
94492,138,15328,94483879.582915
94493,119,19470,94486588.480582
94494,109,6928,94487409.855429
94495,164,23331,94487416.571411
94496,128,6181,94487615.006418
94497,202,30000,94487816.923348
94498,212,7608,94488989.163354
94499,122,9859,94489633.499145
94500,207,18570,94491062.138269
94501,461,18098,94494153.964206
94502,196,23613,94494785.465655
94503,135,5442,94495150.072620
94504,160,29870,94495228.512856
94505,372,17429,94496180.057383
94506,104,10401,94496375.405891
94507,82,14970,94496459.840694
94508,214,11500,94496645.479996
94509,88,9026,94498507.711702
94510,163,6234,94501146.348888
94511,372,12379,94502176.630755
94512,78,10994,94502812.987870
94513,125,8328,94504432.718331
94514,102,13121,94509293.977961
94515,169,13706,94509628.950923
94516,182,12360,94509630.080247
94517,116,12970,94510104.129252
94518,217,20920,94510324.799866
94519,120,15223,94510975.597088
94520,84,9139,94511867.141596
94521,126,12984,94512541.178958
94522,185,7600,94513995.974901
94523,85,9427,94514721.659487
94524,109,18702,94514945.164411
94525,82,11736,94515525.098614
94526,132,16259,94518412.537354
94527,197,19410,94522832.977891
94528,113,15282,94523269.137147
94529,154,13959,94523456.528973
94530,155,6646,94526156.945607
94531,263,30000,94526745.557176
94532,130,10121,94527739.293472
94533,205,8897,94527800.006847
94534,67,1304,94529979.557863
94535,129,12124,94531011.387433
94536,144,13801,94531849.290494
94537,100,8201,94533840.628071
94538,131,4849,94537902.104744
94539,147,30000,94538800.266491
94540,120,14847,94543423.760731
94541,161,30000,94544360.178051
94542,117,19003,94545378.953675
94543,258,13593,94547815.096240
94544,148,12225,94548608.514793
94545,131,5850,94548887.566851
94546,76,26767,94549599.967145
94547,90,7512,94550457.755813
94548,149,22506,94550687.054748
94549,198,30000,94550991.174191
94550,95,22506,94551371.868519
94551,146,7982,94551619.713667
94552,144,10734,94552574.878431
94553,181,6876,94552614.018084
94554,149,20963,94552926.081667
94555,111,14844,94553406.139141
94556,108,9152,94553770.734166
94557,136,19564,94555289.124192
94558,157,8056,94556311.798050
94559,91,12672,94556769.901748
94560,62,18382,94557155.308526
94561,132,13714,94558380.544185
94562,139,9794,94558790.395094
94563,196,11466,94558903.121940
94564,170,8547,94561845.168336
94565,120,20753,94563000.288971
94566,129,7372,94563177.051947
94567,222,26842,94563236.572417
94568,88,7055,94563359.188417
94569,112,27061,94564876.859223
94570,134,27735,94566111.819345
94571,123,11475,94566688.009827
94572,489,16886,94567257.051632
94573,128,30000,94569298.193069
94574,145,10547,94569974.549941
94575,113,16977,94570394.042589
94576,172,9391,94571553.570105
94577,183,21490,94572197.206488
94578,101,11342,94573396.299673
94579,167,19766,94579382.702845
94580,182,11298,94579677.467502
94581,150,12387,94579748.988587
94582,134,7263,94579951.730064
94583,123,23698,94580360.154247
94584,79,8665,94581491.652567
94585,551,30000,94581566.286289
94586,119,8945,94582545.481065
94587,65,13111,94582773.525800
94588,134,7263,94584799.088168
94589,126,30000,94585227.170833
94590,99,8834,94587748.810025
94591,193,12495,94587780.509025
94592,217,11902,94588380.056881
94593,136,30000,94588970.333735
94594,150,12235,94589856.317236
94595,98,6196,94591724.140609
94596,159,11939,94593994.695115
94597,118,11286,94596142.106030
94598,99,11854,94598759.062829
94599,113,11910,94599465.384567
94600,135,9672,94601614.120250
94601,134,12617,94602049.656186
94602,90,5168,94602469.650070
94603,153,10456,94602621.279537
94604,182,13042,94604272.320696
94605,127,9755,94605841.036186
94606,63,12424,94606466.413936
94607,82,11736,94606485.837749
94608,170,16301,94606743.909875
94609,54,11452,94608066.981332
94610,84,4126,94610279.345223
94611,196,24455,94612891.986313
94612,54,9852,94614002.575199
94613,148,9883,94614492.263651
94614,584,28193,94617153.472228
94615,89,17674,94617838.586318
94616,114,15335,94618735.121383
94617,357,19126,94618938.110906
94618,144,11929,94619041.899329
94619,226,24649,94620641.435868
94620,88,7787,94622149.129561
94621,107,15443,94622819.322675
94622,91,18459,94623065.991279
94623,175,20792,94624110.362813
94624,125,9357,94624827.687915
94625,110,9704,94626451.551668
94626,140,9732,94626844.228981
94627,124,25167,94628617.356876
94628,123,17449,94629107.143690
94629,159,18297,94629201.091888
94630,257,13956,94629475.055916
94631,55,14100,94630102.024551
94632,102,7011,94630877.557586
94633,382,30000,94632710.654765
94634,164,15950,94633072.918415
94635,118,21856,94634161.249347
94636,222,16388,94634442.134589
94637,146,11614,94634650.795878
94638,134,9255,94636232.017559
94639,225,24190,94636697.377988
94640,134,11239,94637627.605606
94641,169,10289,94637647.252585
94642,176,9058,94638599.644946
94643,154,8673,94638857.938389
94644,125,24154,94639374.921916
94645,169,17411,94639473.932911
94646,217,16332,94639839.464244
94647,116,18739,94639972.956538
94648,79,5299,94641150.540590
94649,253,9553,94642464.978798
94650,74,10051,94642952.405695
94651,78,7649,94645690.790762
94652,65,11990,94648527.521139
94653,238,10842,94650242.229858
94654,162,12211,94651071.168946
94655,111,14487,94651148.052889
94656,164,30000,94651149.642755
94657,91,12426,94651927.576973
94658,88,8851,94652264.204058
94659,88,11092,94652332.438330
94660,141,7828,94653217.133296
94661,116,6730,94654970.658240
94662,106,4866,94655922.858216
94663,191,19171,94656707.562883
94664,131,7312,94658206.323719
94665,131,16795,94658791.699472
94666,131,5977,94659102.862367
94667,91,9541,94659745.928728
94668,151,15611,94660616.313595
94669,196,30000,94663999.134083
94670,144,11552,94664549.231795
94671,56,8439,94665978.826864
94672,124,17696,94667357.890992
94673,98,10006,94667782.647593
94674,98,20971,94668544.416559
94675,128,5691,94668708.341102
94676,160,11111,94668976.506655
94677,132,18180,94669609.665727
94678,93,24539,94670511.992303
94679,192,22150,94670639.760733
94680,86,17310,94671463.556704
94681,93,27259,94673339.923726
94682,143,20710,94673955.053319
94683,89,6605,94674081.345795
94684,108,29302,94675686.959850
94685,82,13630,94676057.823004
94686,150,9413,94677008.204298
94687,176,30000,94678393.763457
94688,176,29412,94678983.266208
94689,90,24786,94682531.031470
94690,303,11911,94683016.972296
94691,118,21269,94683871.661268
94692,116,9208,94685229.594341
94693,135,22075,94686839.080922
94694,78,15887,94687494.852521
94695,197,19410,94687708.648969
94696,87,26843,94688632.596527
94697,116,9022,94688666.531220
94698,125,9992,94688848.800264
94699,126,6917,94688857.032981
94700,98,12808,94689270.749536
94701,61,21693,94690538.025458
94702,205,8897,94692834.042301
94703,116,18739,94695570.294478
94704,71,11168,94696548.191096
94705,98,10084,94697186.884189
94706,134,9255,94697218.941086
94707,139,22449,94700180.729341
94708,78,9612,94701680.666563
94709,128,13597,94701812.619672
94710,108,23355,94702679.996113
94711,132,17571,94704491.301652
94712,187,20485,94706124.142664
94713,108,9965,94707031.407382
94714,112,11732,94709540.434644
94715,179,13230,94710548.207526
94716,86,14137,94710957.910033
94717,138,7517,94711065.941018
94718,118,9687,94712439.180995
94719,132,17571,94714136.141064
94720,98,12147,94714661.335914
94721,146,18360,94715040.092608
94722,175,20920,94716964.356492
94723,160,30000,94716979.301313
94724,116,7346,94717287.584426
94725,202,18471,94717938.401622
94726,68,5775,94719278.613829
94727,108,22253,94720303.070074
94728,131,16795,94721047.200980
94729,112,11928,94724052.312978
94730,82,8911,94724054.488759
94731,144,13801,94724985.357101
94732,222,30000,94725085.688517
94733,134,7263,94725567.779341
94734,142,11989,94726344.355159
94735,67,10922,94726476.202075
94736,154,8059,94727698.857777
94737,170,20898,94729965.181282
94738,95,22468,94731940.044934
94739,157,12423,94733403.827793
94740,141,11808,94735076.858138
94741,101,4113,94735226.126213
94742,139,9794,94738242.468782
94743,112,14568,94739014.114144
94744,113,12297,94739562.890920
94745,138,30000,94743520.695065
94746,204,30000,94744344.447514
94747,133,6904,94744784.813025
94748,120,12324,94747948.265948
94749,78,11995,94748467.647862
94750,91,17743,94749413.532419
94751,89,30000,94749786.130544
94752,144,14721,94749975.890357
94753,181,6665,94750163.135053
94754,116,11401,94753820.786099
94755,98,14111,94756059.973485
94756,206,29750,94757831.531374
94757,111,12296,94759058.097033
94758,137,26438,94759409.347965
94759,282,18336,94762790.298283
94760,155,5602,94762987.918104
94761,235,17737,94771109.875187
94762,76,25053,94771250.056823
94763,176,11187,94772245.356464
94764,109,18702,94773729.315462
94765,141,13513,94773799.713722
94766,89,10614,94778802.330021
94767,85,29473,94778835.276610
94768,102,16800,94779081.252847
94769,176,30000,94779321.242215
94770,125,8581,94780385.822401
94771,179,12340,94781891.682943
94772,77,12730,94784432.092460
94773,189,9954,94785175.426665
94774,132,10264,94785278.146649
